winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2011,3,1,1,2,2,4,5,7,10,2412138c21ca4124464dc3589bbae8886a8fa0aa
2012,4,1,1,2,3,5,6,9,17,2412138c21ca4124464dc3589bbae8886a8fa0aa
2013,4,1,1,2,3,6,8,10.05,16,2412138c21ca4124464dc3589bbae8886a8fa0aa
2014,14,14,14,14,14,14,14,14,14,2412138c21ca4124464dc3589bbae8886a8fa0aa
2015,10,9,9,10,10,11,11,13,16,2412138c21ca4124464dc3589bbae8886a8fa0aa
2016,17,15,15,16,16,17,18,19,22,2412138c21ca4124464dc3589bbae8886a8fa0aa
2017,20,17,18,19,19,20,21,24,27,2412138c21ca4124464dc3589bbae8886a8fa0aa
2018,9,8,8,9,9,10,11,12,14,2412138c21ca4124464dc3589bbae8886a8fa0aa
2019,13,12,12,12,12,13,15,16,18,2412138c21ca4124464dc3589bbae8886a8fa0aa
2020,13,13,13,13,13,13,13,13,13,2412138c21ca4124464dc3589bbae8886a8fa0aa
2021,10,9,9,9,9,10,11,12.05,19,2412138c21ca4124464dc3589bbae8886a8fa0aa
2022,36,33,33,34,35,36,37,40,45,2412138c21ca4124464dc3589bbae8886a8fa0aa
2023,18,16,16,17,18,19,20.2,23,26,2412138c21ca4124464dc3589bbae8886a8fa0aa
2024,17,16,16,16,16,17,18,20,27,2412138c21ca4124464dc3589bbae8886a8fa0aa
